 time[s]              longitude[deg]       latitude[deg]        azimuth[deg]
 4.9999950000246E+03  6.3655715890058E+01  8.3211417372537E+01  4.5000584058029E+01
 4.9999965000246E+03  6.3655734987139E+01  8.3211460407779E+01  4.5000584058029E+01
 4.9999980000246E+03  6.3655754084219E+01  8.3211503443050E+01  4.5000584058029E+01
 4.9999995000246E+03  6.3655773181300E+01  8.3211546478349E+01  4.5000584058028E+01
 5.0000010000246E+03  6.3655792278380E+01  8.3211589513678E+01  4.5000584058028E+01
 5.0000025000246E+03  6.3655811375461E+01  8.3211632549035E+01  4.5000584058028E+01
 5.0000040000246E+03  6.3655830472541E+01  8.3211675584422E+01  4.5000584058028E+01
 5.0000055000246E+03  6.3655849569622E+01  8.3211718619838E+01  4.5000584058028E+01
 5.0000070000246E+03  6.3655868666702E+01  8.3211761655282E+01  4.5000584058028E+01
 5.0000085000246E+03  6.3655887763783E+01  8.3211804690756E+01  4.5000584058027E+01
 5.0999910000449E+03  6.4928803455402E+01  8.6146924522458E+01  4.5000584061074E+01
 5.0999925000449E+03  6.4928822552479E+01  8.6146969590898E+01  4.5000584061074E+01
 5.0999940000449E+03  6.4928841649556E+01  8.6147014659370E+01  4.5000584061074E+01
 5.0999955000449E+03  6.4928860746633E+01  8.6147059727873E+01  4.5000584061074E+01
 5.0999970000449E+03  6.4928879843709E+01  8.6147104796409E+01  4.5000584061074E+01
 5.0999985000449E+03  6.4928898940786E+01  8.6147149864977E+01  4.5000584061074E+01
 5.1000000000449E+03  6.4928918037863E+01  8.6147194933578E+01  4.5000584061074E+01
 5.1000015000449E+03  6.4928937134940E+01  8.6147240002210E+01  4.5000584061074E+01
 5.1000030000449E+03  6.4928956232017E+01  8.6147285070874E+01  4.5000584061075E+01
 5.1000045000449E+03  6.4928975329093E+01  8.6147330139571E+01  4.5000584061075E+01
 5.1000060000449E+03  6.4928994426170E+01  8.6147375208299E+01  4.5000584061075E+01
 5.1000075000449E+03  6.4929013523247E+01  8.6147420277060E+01  4.5000584061075E+01
 5.1000090000449E+03  6.4929032620324E+01  8.6147465345853E+01  4.5000584061075E+01
 5.1999900000653E+03  6.6201929298689E+01  8.9225415780010E+01  4.5000584056916E+01
 5.1999915000653E+03  6.6201948395767E+01  8.9225463107898E+01  4.5000584056916E+01
 5.1999930000653E+03  6.6201967492844E+01  8.9225510435822E+01  4.5000584056916E+01
 5.1999945000653E+03  6.6201986589922E+01  8.9225557763782E+01  4.5000584056916E+01
 5.1999960000653E+03  6.6202005687000E+01  8.9225605091778E+01  4.5000584056916E+01
 5.1999975000653E+03  6.6202024784077E+01  8.9225652419810E+01  4.5000584056916E+01
 5.1999990000653E+03  6.6202043881155E+01  8.9225699747877E+01  4.5000584056916E+01
 5.2000005000653E+03  6.6202062978233E+01  8.9225747075980E+01  4.5000584056916E+01
 5.2000020000653E+03  6.6202082075310E+01  8.9225794404119E+01  4.5000584056916E+01
 5.2000035000653E+03  6.6202101172388E+01  8.9225841732293E+01  4.5000584056916E+01
 5.2000050000653E+03  6.6202120269465E+01  8.9225889060504E+01  4.5000584056916E+01
 5.2000065000653E+03  6.6202139366543E+01  8.9225936388750E+01  4.5000584056916E+01
 5.2000080000653E+03  6.6202158463621E+01  8.9225983717032E+01  4.5000584056916E+01
 5.2000095000653E+03  6.6202177560698E+01  8.9226031045349E+01  4.5000584056916E+01
 5.2999905000857E+03  6.7475074094862E+01  9.2463163123660E+01  4.5000584061306E+01
 5.2999920000857E+03  6.7475093191939E+01  9.2463212975453E+01  4.5000584061306E+01
 5.2999935000857E+03  6.7475112289017E+01  9.2463262827286E+01  4.5000584061306E+01
 5.2999950000857E+03  6.7475131386095E+01  9.2463312679159E+01  4.5000584061306E+01
 5.2999965000857E+03  6.7475150483172E+01  9.2463362531072E+01  4.5000584061306E+01
 5.2999980000857E+03  6.7475169580250E+01  9.2463412383025E+01  4.5000584061306E+01
 5.2999995000857E+03  6.7475188677327E+01  9.2463462235018E+01  4.5000584061306E+01
 5.3000010000857E+03  6.7475207774405E+01  9.2463512087052E+01  4.5000584061306E+01
 5.3000025000857E+03  6.7475226871483E+01  9.2463561939125E+01  4.5000584061306E+01
 5.3000040000857E+03  6.7475245968560E+01  9.2463611791238E+01  4.5000584061306E+01
 5.3000055000857E+03  6.7475265065638E+01  9.2463661643392E+01  4.5000584061306E+01
 5.3000070000857E+03  6.7475284162716E+01  9.2463711495585E+01  4.5000584061306E+01
 5.3000085000857E+03  6.7475303259793E+01  9.2463761347819E+01  4.5000584061306E+01
 5.3999910001060E+03  6.8748218950153E+01  9.5879272597899E+01  4.5000584058158E+01
 5.3999925001060E+03  6.8748238047229E+01  9.5879325285423E+01  4.5000584058158E+01
 5.3999940001060E+03  6.8748257144305E+01  9.5879377972993E+01  4.5000584058158E+01
 5.3999955001060E+03  6.8748276241380E+01  9.5879430660608E+01  4.5000584058158E+01
 5.3999970001060E+03  6.8748295338456E+01  9.5879483348268E+01  4.5000584058158E+01
 5.3999985001060E+03  6.8748314435531E+01  9.5879536035973E+01  4.5000584058158E+01
 5.4000000001060E+03  6.8748333532607E+01  9.5879588723724E+01  4.5000584058158E+01
 5.4000015001060E+03  6.8748352629683E+01  9.5879641411519E+01  4.5000584058158E+01
 5.4000030001060E+03  6.8748371726758E+01  9.5879694099360E+01  4.5000584058158E+01
 5.4000045001060E+03  6.8748390823834E+01  9.5879746787246E+01  4.5000584058158E+01
 5.4000060001060E+03  6.8748409920909E+01  9.5879799475177E+01  4.5000584058159E+01
 5.4000075001060E+03  6.8748429017985E+01  9.5879852163153E+01  4.5000584058159E+01
 5.4000090001060E+03  6.8748448115061E+01  9.5879904851174E+01  4.5000584058159E+01
 5.4999900001264E+03  7.0021344619127E+01  9.9496383011026E+01  4.5000584059988E+01
 5.4999915001264E+03  7.0021363716204E+01  9.9496438905572E+01  4.5000584059988E+01
 5.4999930001264E+03  7.0021382813281E+01  9.9496494800170E+01  4.5000584059988E+01
 5.4999945001264E+03  7.0021401910357E+01  9.9496550694818E+01  4.5000584059987E+01
 5.4999960001264E+03  7.0021421007434E+01  9.9496606589518E+01  4.5000584059987E+01
 5.4999975001264E+03  7.0021440104511E+01  9.9496662484269E+01  4.5000584059987E+01
 5.4999990001264E+03  7.0021459201588E+01  9.9496718379072E+01  4.5000584059987E+01
 5.5000005001264E+03  7.0021478298665E+01  9.9496774273925E+01  4.5000584059987E+01
 5.5000020001264E+03  7.0021497395742E+01  9.9496830168830E+01  4.5000584059987E+01
 5.5000035001264E+03  7.0021516492819E+01  9.9496886063786E+01  4.5000584059987E+01
 5.5000050001264E+03  7.0021535589896E+01  9.9496941958794E+01  4.5000584059987E+01
 5.5000065001264E+03  7.0021554686973E+01  9.9496997853852E+01  4.5000584059987E+01
 5.5000080001264E+03  7.0021573784050E+01  9.9497053748962E+01  4.5000584059987E+01
 5.5000095001264E+03  7.0021592881126E+01  9.9497109644123E+01  4.5000584059987E+01
 5.5999905001468E+03  7.1294489359510E+01  1.0334177752389E+02  4.5000584059705E+01
 5.5999920001468E+03  7.1294508456584E+01  1.0334183707253E+02  4.5000584059705E+01
 5.5999935001468E+03  7.1294527553659E+01  1.0334189662123E+02  4.5000584059705E+01
 5.5999950001468E+03  7.1294546650733E+01  1.0334195616999E+02  4.5000584059705E+01
 5.5999965001468E+03  7.1294565747808E+01  1.0334201571880E+02  4.5000584059705E+01
 5.5999980001468E+03  7.1294584844883E+01  1.0334207526767E+02  4.5000584059705E+01
 5.5999995001468E+03  7.1294603941957E+01  1.0334213481661E+02  4.5000584059705E+01
 5.6000010001468E+03  7.1294623039032E+01  1.0334219436560E+02  4.5000584059705E+01
 5.6000025001468E+03  7.1294642136106E+01  1.0334225391465E+02  4.5000584059705E+01
 5.6000040001468E+03  7.1294661233181E+01  1.0334231346375E+02  4.5000584059705E+01
 5.6000055001468E+03  7.1294680330256E+01  1.0334237301292E+02  4.5000584059706E+01
 5.6000070001468E+03  7.1294699427330E+01  1.0334243256215E+02  4.5000584059706E+01
 5.6000085001468E+03  7.1294718524405E+01  1.0334249211143E+02  4.5000584059706E+01
 5.6999910001672E+03  7.2567634068954E+01  1.0744832341506E+02  4.5000584059037E+01
 5.6999925001672E+03  7.2567653166029E+01  1.0744838716266E+02  4.5000584059037E+01
 5.6999940001672E+03  7.2567672263104E+01  1.0744845091034E+02  4.5000584059037E+01
 5.6999955001672E+03  7.2567691360179E+01  1.0744851465808E+02  4.5000584059036E+01
 5.6999970001672E+03  7.2567710457254E+01  1.0744857840589E+02  4.5000584059036E+01
 5.6999985001672E+03  7.2567729554328E+01  1.0744864215377E+02  4.5000584059036E+01
 5.7000000001672E+03  7.2567748651403E+01  1.0744870590172E+02  4.5000584059036E+01
 5.7000015001672E+03  7.2567767748478E+01  1.0744876964973E+02  4.5000584059036E+01
 5.7000030001672E+03  7.2567786845553E+01  1.0744883339781E+02  4.5000584059036E+01
 5.7000045001672E+03  7.2567805942628E+01  1.0744889714596E+02  4.5000584059036E+01
 5.7000060001672E+03  7.2567825039703E+01  1.0744896089418E+02  4.5000584059036E+01
 5.7000075001672E+03  7.2567844136778E+01  1.0744902464246E+02  4.5000584059036E+01
 5.7000090001672E+03  7.2567863233853E+01  1.0744908839081E+02  4.5000584059036E+01
 5.7999900001875E+03  7.3840759596952E+01  1.1185636327578E+02  4.5000584060325E+01
 5.7999915001875E+03  7.3840778694026E+01  1.1185643189581E+02  4.5000584060325E+01
 5.7999930001875E+03  7.3840797791100E+01  1.1185650051592E+02  4.5000584060325E+01
 5.7999945001875E+03  7.3840816888173E+01  1.1185656913610E+02  4.5000584060325E+01
 5.7999960001875E+03  7.3840835985247E+01  1.1185663775637E+02  4.5000584060325E+01
 5.7999975001875E+03  7.3840855082320E+01  1.1185670637672E+02  4.5000584060326E+01
 5.7999990001875E+03  7.3840874179394E+01  1.1185677499714E+02  4.5000584060326E+01
 5.8000005001875E+03  7.3840893276468E+01  1.1185684361764E+02  4.5000584060326E+01
 5.8000020001875E+03  7.3840912373541E+01  1.1185691223823E+02  4.5000584060326E+01
 5.8000035001875E+03  7.3840931470615E+01  1.1185698085889E+02  4.5000584060326E+01
 5.8000050001875E+03  7.3840950567689E+01  1.1185704947963E+02  4.5000584060326E+01
 5.8000065001875E+03  7.3840969664762E+01  1.1185711810045E+02  4.5000584060326E+01
 5.8000080001875E+03  7.3840988761836E+01  1.1185718672135E+02  4.5000584060326E+01
 5.8000095001875E+03  7.3841007858910E+01  1.1185725534232E+02  4.5000584060326E+01
