 time[s]              longitude[deg]       latitude[deg]        azimuth[deg]
 9.3999915009210E+03  8.9999980902526E+01 -1.3959499400740E+02  4.5000584059615E+01
 9.3999930009210E+03  8.9999980902526E+01 -4.9596162128498E+01  4.5000584059615E+01
 9.3999945009210E+03  8.9999980902526E+01  4.0402669750406E+01  4.5000584059615E+01
 9.3999960009210E+03  8.9999980902526E+01  1.3040150162931E+02  4.5000584059615E+01
 9.3999975009210E+03  8.9999980902526E+01 -1.3959966649179E+02  4.5000584059615E+01
 9.3999990009210E+03  8.9999980902526E+01 -4.9600834612882E+01  4.5000584059615E+01
 9.4000005009210E+03  8.9999980902526E+01  4.0397997266021E+01  4.5000584059615E+01
 9.4000020009210E+03  8.9999980902526E+01  1.3039682914493E+02  4.5000584059615E+01
 9.4000035009210E+03  8.9999980902526E+01 -1.3960433897617E+02  4.5000584059615E+01
 9.4000050009210E+03  8.9999980902526E+01 -4.9605507097267E+01  4.5000584059615E+01
 9.4000065009210E+03  8.9999980902526E+01  4.0393324781637E+01  4.5000584059615E+01
 9.4000080009210E+03  8.9999980902526E+01  1.3039215666054E+02  4.5000584059615E+01
 9.4000095009210E+03  8.9999980902526E+01 -1.3960901146056E+02  4.5000584059615E+01
 9.4999905009413E+03  8.9999980902526E+01 -3.7468955013493E+01  4.5000584059616E+01
 9.4999920009413E+03  8.9999980902526E+01  5.2529876865444E+01  4.5000584059616E+01
 9.4999935009413E+03  8.9999980902526E+01  1.4252870874438E+02  4.5000584059616E+01
 9.4999950009413E+03  8.9999980902526E+01 -1.2747245937668E+02  4.5000584059616E+01
 9.4999965009413E+03  8.9999980902526E+01 -3.7473627497746E+01  4.5000584059616E+01
 9.4999980009413E+03  8.9999980902526E+01  5.2525204381191E+01  4.5000584059616E+01
 9.4999995009413E+03  8.9999980902526E+01  1.4252403626013E+02  4.5000584059616E+01
 9.5000010009413E+03  8.9999980902526E+01 -1.2747713186094E+02  4.5000584059616E+01
 9.5000025009413E+03  8.9999980902526E+01 -3.7478299981998E+01  4.5000584059616E+01
 9.5000040009413E+03  8.9999980902526E+01  5.2520531896938E+01  4.5000584059616E+01
 9.5000055009413E+03  8.9999980902526E+01  1.4251936377588E+02  4.5000584059616E+01
 9.5000070009413E+03  8.9999980902526E+01 -1.2748180434519E+02  4.5000584059616E+01
 9.5000085009413E+03  8.9999980902526E+01 -3.7482972466251E+01  4.5000584059616E+01
 9.5999910009617E+03  8.9999980902526E+01  1.5465591708363E+02  4.5000584059616E+01
 9.5999925009617E+03  8.9999980902526E+01 -1.1534525103748E+02  4.5000584059616E+01
 9.5999940009617E+03  8.9999980902526E+01 -2.5346419158581E+01  4.5000584059616E+01
 9.5999955009617E+03  8.9999980902526E+01  6.4652412720314E+01  4.5000584059616E+01
 9.5999970009617E+03  8.9999980902526E+01  1.5465124459921E+02  4.5000584059616E+01
 9.5999985009617E+03  8.9999980902526E+01 -1.1534992352190E+02  4.5000584059616E+01
 9.6000000009617E+03  8.9999980902526E+01 -2.5351091643000E+01  4.5000584059616E+01
 9.6000015009617E+03  8.9999980902526E+01  6.4647740235895E+01  4.5000584059616E+01
 9.6000030009617E+03  8.9999980902526E+01  1.5464657211479E+02  4.5000584059616E+01
 9.6000045009617E+03  8.9999980902526E+01 -1.1535459600631E+02  4.5000584059616E+01
 9.6000060009617E+03  8.9999980902526E+01 -2.5355764127419E+01  4.5000584059616E+01
 9.6000075009617E+03  8.9999980902526E+01  6.4643067751476E+01  4.5000584059616E+01
 9.6000090009617E+03  8.9999980902526E+01  1.5464189963037E+02  4.5000584059616E+01
 9.6999900009821E+03  8.9999980902526E+01 -1.0321804306383E+02  4.5000584059616E+01
 9.6999915009821E+03  8.9999980902526E+01 -1.3219211184894E+01  4.5000584059616E+01
 9.6999930009821E+03  8.9999980902526E+01  7.6779620694039E+01  4.5000584059616E+01
 9.6999945009821E+03  8.9999980902526E+01  1.6677845257297E+02  4.5000584059616E+01
 9.6999960009821E+03  8.9999980902526E+01 -1.0322271554810E+02  4.5000584059616E+01
 9.6999975009821E+03  8.9999980902526E+01 -1.3223883669163E+01  4.5000584059616E+01
 9.6999990009821E+03  8.9999980902526E+01  7.6774948209770E+01  4.5000584059616E+01
 9.7000005009821E+03  8.9999980902526E+01  1.6677378008870E+02  4.5000584059616E+01
 9.7000020009821E+03  8.9999980902526E+01 -1.0322738803236E+02  4.5000584059616E+01
 9.7000035009821E+03  8.9999980902526E+01 -1.3228556153431E+01  4.5000584059616E+01
 9.7000050009821E+03  8.9999980902526E+01  7.6770275725501E+01  4.5000584059616E+01
 9.7000065009821E+03  8.9999980902526E+01  1.6676910760443E+02  4.5000584059616E+01
 9.7000080009821E+03  8.9999980902526E+01 -1.0323206051663E+02  4.5000584059616E+01
 9.7000095009821E+03  8.9999980902526E+01 -1.3233228637700E+01  4.5000584059616E+01
 9.7999905010024E+03  8.9999980902526E+01  8.8906828360918E+01  4.5000584059616E+01
 9.7999920010024E+03  8.9999980902526E+01  1.7890566023982E+02  4.5000584059616E+01
 9.7999935010024E+03  8.9999980902526E+01 -9.1095507881268E+01  4.5000584059616E+01
 9.7999950010024E+03  8.9999980902526E+01 -1.0966760023614E+00  4.5000584059616E+01
 9.7999965010024E+03  8.9999980902526E+01  8.8902155876545E+01  4.5000584059616E+01
 9.7999980010024E+03  8.9999980902526E+01  1.7890098775545E+02  4.5000584059616E+01
 9.7999995010024E+03  8.9999980902526E+01 -9.1100180365641E+01  4.5000584059616E+01
 9.8000010010024E+03  8.9999980902526E+01 -1.1013484867339E+00  4.5000584059616E+01
 9.8000025010024E+03  8.9999980902526E+01  8.8897483392173E+01  4.5000584059616E+01
 9.8000040010024E+03  8.9999980902526E+01  1.7889631527108E+02  4.5000584059616E+01
 9.8000055010024E+03  8.9999980902526E+01 -9.1104852850013E+01  4.5000584059616E+01
 9.8000070010024E+03  8.9999980902526E+01 -1.1060209711064E+00  4.5000584059616E+01
 9.8000085010024E+03  8.9999980902526E+01  8.8892810907801E+01  4.5000584059616E+01
 9.8999910010228E+03  8.9999980902526E+01 -7.8968299520028E+01  4.5000584059615E+01
 9.8999925010228E+03  8.9999980902526E+01  1.1030532358891E+01  4.5000584059615E+01
 9.8999940010228E+03  8.9999980902526E+01  1.0102936423781E+02  4.5000584059615E+01
 9.8999955010228E+03  8.9999980902526E+01 -1.6897180388327E+02  4.5000584059615E+01
 9.8999970010228E+03  8.9999980902526E+01 -7.8972972004353E+01  4.5000584059615E+01
 9.8999985010228E+03  8.9999980902526E+01  1.1025859874566E+01  4.5000584059615E+01
 9.9000000010228E+03  8.9999980902526E+01  1.0102469175348E+02  4.5000584059615E+01
 9.9000015010228E+03  8.9999980902526E+01 -1.6897647636760E+02  4.5000584059615E+01
 9.9000030010228E+03  8.9999980902526E+01 -7.8977644488678E+01  4.5000584059615E+01
 9.9000045010228E+03  8.9999980902526E+01  1.1021187390241E+01  4.5000584059615E+01
 9.9000060010228E+03  8.9999980902526E+01  1.0102001926916E+02  4.5000584059615E+01
 9.9000075010228E+03  8.9999980902526E+01 -1.6898114885192E+02  4.5000584059615E+01
 9.9000090010228E+03  8.9999980902526E+01 -7.8982316973003E+01  4.5000584059615E+01
 9.9999900010432E+03  8.9999980902526E+01  2.3157739927089E+01  4.5000584059616E+01
 9.9999915010432E+03  8.9999980902526E+01  1.1315657180601E+02  4.5000584059616E+01
 9.9999930010432E+03  8.9999980902526E+01 -1.5684459631507E+02  4.5000584059616E+01
 9.9999945010432E+03  8.9999980902526E+01 -6.6845764436153E+01  4.5000584059616E+01
 9.9999960010432E+03  8.9999980902526E+01  2.3153067442767E+01  4.5000584059616E+01
 9.9999975010432E+03  8.9999980902526E+01  1.1315189932169E+02  4.5000584059616E+01
 9.9999990010432E+03  8.9999980902526E+01 -1.5684926879939E+02  4.5000584059616E+01
 1.0000000501043E+04  8.9999980902526E+01 -6.6850436920476E+01  4.5000584059616E+01
 1.0000002001043E+04  8.9999980902526E+01  2.3148394958444E+01  4.5000584059616E+01
 1.0000003501043E+04  8.9999980902526E+01  1.1314722683736E+02  4.5000584059616E+01
 1.0000005001043E+04  8.9999980902526E+01 -1.5685394128372E+02  4.5000584059616E+01
 1.0000006501043E+04  8.9999980902526E+01 -6.6855109404798E+01  4.5000584059616E+01
 1.0000008001043E+04  8.9999980902526E+01  2.3143722474121E+01  4.5000584059616E+01
 1.0000009501043E+04  8.9999980902526E+01  1.1314255435304E+02  4.5000584059616E+01
 1.0099990501064E+04  8.9999980902526E+01 -1.4471738807894E+02  4.5000584059616E+01
 1.0099992001064E+04  8.9999980902526E+01 -5.4718556200034E+01  4.5000584059616E+01
 1.0099993501064E+04  8.9999980902526E+01  3.5280275678876E+01  4.5000584059616E+01
 1.0099995001064E+04  8.9999980902526E+01  1.2527910755779E+02  4.5000584059616E+01
 1.0099996501064E+04  8.9999980902526E+01 -1.4472206056330E+02  4.5000584059616E+01
 1.0099998001064E+04  8.9999980902526E+01 -5.4723228684393E+01  4.5000584059616E+01
 1.0099999501064E+04  8.9999980902526E+01  3.5275603194517E+01  4.5000584059616E+01
 1.0100001001064E+04  8.9999980902526E+01  1.2527443507343E+02  4.5000584059616E+01
 1.0100002501064E+04  8.9999980902526E+01 -1.4472673304766E+02  4.5000584059616E+01
 1.0100004001064E+04  8.9999980902526E+01 -5.4727901168752E+01  4.5000584059616E+01
 1.0100005501064E+04  8.9999980902526E+01  3.5270930710158E+01  4.5000584059616E+01
 1.0100007001064E+04  8.9999980902526E+01  1.2526976258907E+02  4.5000584059616E+01
 1.0100008501064E+04  8.9999980902526E+01 -1.4473140553202E+02  4.5000584059616E+01
 1.0199991001084E+04  8.9999980902526E+01  4.7407483488648E+01  4.5000584059616E+01
 1.0199992501084E+04  8.9999980902526E+01  1.3740631536757E+02  4.5000584059616E+01
 1.0199994001084E+04  8.9999980902526E+01 -1.3259485275351E+02  4.5000584059616E+01
 1.0199995501084E+04  8.9999980902526E+01 -4.2596020874584E+01  4.5000584059616E+01
 1.0199997001084E+04  8.9999980902526E+01  4.7402811004339E+01  4.5000584059616E+01
 1.0199998501084E+04  8.9999980902526E+01  1.3740164288326E+02  4.5000584059616E+01
 1.0200000001084E+04  8.9999980902526E+01 -1.3259952523781E+02  4.5000584059616E+01
 1.0200001501084E+04  8.9999980902526E+01 -4.2600693358892E+01  4.5000584059616E+01
 1.0200003001084E+04  8.9999980902526E+01  4.7398138520031E+01  4.5000584059616E+01
 1.0200004501084E+04  8.9999980902526E+01  1.3739697039895E+02  4.5000584059616E+01
 1.0200006001084E+04  8.9999980902526E+01 -1.3260419772212E+02  4.5000584059616E+01
 1.0200007501084E+04  8.9999980902526E+01 -4.2605365843201E+01  4.5000584059616E+01
 1.0200009001084E+04  8.9999980902526E+01  4.7393466035722E+01  4.5000584059616E+01
 1.0299990001104E+04  8.9999980902526E+01  1.4953352333564E+02  4.5000584059616E+01
 1.0299991501104E+04  8.9999980902526E+01 -1.2046764478545E+02  4.5000584059616E+01
 1.0299993001104E+04  8.9999980902526E+01 -3.0468812906536E+01  4.5000584059616E+01
 1.0299994501104E+04  8.9999980902526E+01  5.9530018972375E+01  4.5000584059616E+01
 1.0299996001104E+04  8.9999980902526E+01  1.4952885085129E+02  4.5000584059616E+01
 1.0299997501104E+04  8.9999980902526E+01 -1.2047231726980E+02  4.5000584059616E+01
 1.0299999001104E+04  8.9999980902526E+01 -3.0473485390892E+01  4.5000584059616E+01
 1.0300000501104E+04  8.9999980902526E+01  5.9525346488019E+01  4.5000584059616E+01
 1.0300002001104E+04  8.9999980902526E+01  1.4952417836693E+02  4.5000584059616E+01
 1.0300003501104E+04  8.9999980902526E+01 -1.2047698975416E+02  4.5000584059616E+01
 1.0300005001104E+04  8.9999980902526E+01 -3.0478157875249E+01  4.5000584059616E+01
 1.0300006501104E+04  8.9999980902526E+01  5.9520674003662E+01  4.5000584059616E+01
 1.0300008001104E+04  8.9999980902526E+01  1.4951950588257E+02  4.5000584059616E+01
 1.0300009501104E+04  8.9999980902526E+01 -1.2048166223852E+02  4.5000584059616E+01
 1.0399990501125E+04  8.9999980902526E+01 -1.8341604873464E+01  4.5000584059616E+01
 1.0399992001125E+04  8.9999980902526E+01  7.1657227005456E+01  4.5000584059616E+01
 1.0399993501125E+04  8.9999980902526E+01  1.6165605888438E+02  4.5000584059616E+01
 1.0399995001125E+04  8.9999980902526E+01 -1.0834510923670E+02  4.5000584059616E+01
 1.0399996501125E+04  8.9999980902526E+01 -1.8346277357785E+01  4.5000584059616E+01
 1.0399998001125E+04  8.9999980902526E+01  7.1652554521135E+01  4.5000584059616E+01
 1.0399999501125E+04  8.9999980902526E+01  1.6165138640005E+02  4.5000584059616E+01
 1.0400001001125E+04  8.9999980902526E+01 -1.0834978172103E+02  4.5000584059616E+01
 1.0400002501125E+04  8.9999980902526E+01 -1.8350949842106E+01  4.5000584059616E+01
 1.0400004001125E+04  8.9999980902526E+01  7.1647882036814E+01  4.5000584059616E+01
 1.0400005501125E+04  8.9999980902526E+01  1.6164671391573E+02  4.5000584059616E+01
 1.0400007001125E+04  8.9999980902526E+01 -1.0835445420535E+02  4.5000584059616E+01
 1.0400008501125E+04  8.9999980902526E+01 -1.8355622326427E+01  4.5000584059616E+01
 1.0499991001145E+04  8.9999980902526E+01  1.7378326671942E+02  4.5000584059616E+01
 1.0499992501145E+04  8.9999980902526E+01 -9.6217901401669E+01  4.5000584059616E+01
 1.0499994001145E+04  8.9999980902526E+01 -6.2190695227543E+00  4.5000584059616E+01
 1.0499995501145E+04  8.9999980902526E+01  8.3779762356161E+01  4.5000584059616E+01
 1.0499997001145E+04  8.9999980902526E+01  1.7377859423508E+02  4.5000584059616E+01
 1.0499998501145E+04  8.9999980902526E+01 -9.6222573886009E+01  4.5000584059616E+01
 1.0500000001145E+04  8.9999980902526E+01 -6.2237420070937E+00  4.5000584059616E+01
 1.0500001501145E+04  8.9999980902526E+01  8.3775089871821E+01  4.5000584059616E+01
 1.0500003001145E+04  8.9999980902526E+01  1.7377392175074E+02  4.5000584059616E+01
 1.0500004501145E+04  8.9999980902526E+01 -9.6227246370348E+01  4.5000584059616E+01
 1.0500006001145E+04  8.9999980902526E+01 -6.2284144914331E+00  4.5000584059616E+01
 1.0500007501145E+04  8.9999980902526E+01  8.3770417387482E+01  4.5000584059616E+01
 1.0500009001145E+04  8.9999980902526E+01  1.7376924926640E+02  4.5000584059616E+01
 1.0599990001165E+04  8.9999980902526E+01 -8.4090693319945E+01  4.5000584059616E+01
 1.0599991501165E+04  8.9999980902526E+01  5.9081385589711E+00  4.5000584059616E+01
 1.0599993001165E+04  8.9999980902526E+01  9.5906970437887E+01  4.5000584059616E+01
 1.0599994501165E+04  8.9999980902526E+01 -1.7409419768320E+02  4.5000584059616E+01
 1.0599996001165E+04  8.9999980902526E+01 -8.4095365804282E+01  4.5000584059616E+01
 1.0599997501165E+04  8.9999980902526E+01  5.9034660746335E+00  4.5000584059616E+01
 1.0599999001165E+04  8.9999980902526E+01  9.5902297953549E+01  4.5000584059616E+01
 1.0600000501165E+04  8.9999980902526E+01 -1.7409887016754E+02  4.5000584059616E+01
 1.0600002001165E+04  8.9999980902526E+01 -8.4100038288620E+01  4.5000584059616E+01
 1.0600003501165E+04  8.9999980902526E+01  5.8987935902960E+00  4.5000584059616E+01
 1.0600005001165E+04  8.9999980902526E+01  9.5897625469212E+01  4.5000584059616E+01
 1.0600006501165E+04  8.9999980902526E+01 -1.7410354265187E+02  4.5000584059616E+01
 1.0600008001165E+04  8.9999980902526E+01 -8.4104710772957E+01  4.5000584059616E+01
 1.0600009501165E+04  8.9999980902526E+01  5.8941211059584E+00  4.5000584059616E+01
 1.0699990501186E+04  8.9999980902526E+01  1.0803417829383E+02  4.5000584059616E+01
 1.0699992001186E+04  8.9999980902526E+01 -1.6196698982725E+02  4.5000584059616E+01
 1.0699993501186E+04  8.9999980902526E+01 -7.1968157948335E+01  4.5000584059616E+01
 1.0699995001186E+04  8.9999980902526E+01  1.8030673930583E+01  4.5000584059616E+01
 1.0699996501186E+04  8.9999980902526E+01  1.0802950580950E+02  4.5000584059616E+01
 1.0699998001186E+04  8.9999980902526E+01 -1.6197166231158E+02  4.5000584059616E+01
 1.0699999501186E+04  8.9999980902526E+01 -7.1972830432662E+01  4.5000584059616E+01
 1.0700001001186E+04  8.9999980902526E+01  1.8026001446256E+01  4.5000584059616E+01
 1.0700002501186E+04  8.9999980902526E+01  1.0802483332517E+02  4.5000584059616E+01
 1.0700004001186E+04  8.9999980902526E+01 -1.6197633479591E+02  4.5000584059616E+01
 1.0700005501186E+04  8.9999980902526E+01 -7.1977502916990E+01  4.5000584059616E+01
 1.0700007001186E+04  8.9999980902526E+01  1.8021328961928E+01  4.5000584059616E+01
 1.0700008501186E+04  8.9999980902526E+01  1.0802016084085E+02  4.5000584059616E+01
 1.0799991001206E+04  8.9999980902526E+01 -5.9840949934505E+01  4.5000584059616E+01
 1.0799992501206E+04  8.9999980902526E+01  3.0157881944409E+01  4.5000584059616E+01
 1.0799994001206E+04  8.9999980902526E+01  1.2015671382332E+02  4.5000584059616E+01
 1.0799995501206E+04  8.9999980902526E+01 -1.4984445429776E+02  4.5000584059616E+01
 1.0799997001206E+04  8.9999980902526E+01 -5.9845622418848E+01  4.5000584059616E+01
 1.0799998501206E+04  8.9999980902526E+01  3.0153209460066E+01  4.5000584059616E+01
 1.0800000001206E+04  8.9999980902526E+01  1.2015204133898E+02  4.5000584059616E+01
 1.0800001501206E+04  8.9999980902526E+01 -1.4984912678211E+02  4.5000584059616E+01
 1.0800003001206E+04  8.9999980902526E+01 -5.9850294903191E+01  4.5000584059616E+01
 1.0800004501206E+04  8.9999980902526E+01  3.0148536975723E+01  4.5000584059616E+01
 1.0800006001206E+04  8.9999980902526E+01  1.2014736885464E+02  4.5000584059616E+01
 1.0800007501206E+04  8.9999980902526E+01 -1.4985379926645E+02  4.5000584059616E+01
 1.0800009001206E+04  8.9999980902526E+01 -5.9854967387535E+01  4.5000584059616E+01
 1.0899990001227E+04  8.9999980902526E+01  4.2285089884372E+01  4.5000584059616E+01
 1.0899991501227E+04  8.9999980902526E+01  1.3228392176329E+02  4.5000584059616E+01
 1.0899993001227E+04  8.9999980902526E+01 -1.3771724635779E+02  4.5000584059616E+01
 1.0899994501227E+04  8.9999980902526E+01 -4.7718414478873E+01  4.5000584059616E+01
 1.0899996001227E+04  8.9999980902526E+01  4.2280417400045E+01  4.5000584059616E+01
 1.0899997501227E+04  8.9999980902526E+01  1.3227924927896E+02  4.5000584059616E+01
 1.0899999001227E+04  8.9999980902526E+01 -1.3772191884212E+02  4.5000584059616E+01
 1.0900000501227E+04  8.9999980902526E+01 -4.7723086963200E+01  4.5000584059616E+01
 1.0900002001227E+04  8.9999980902526E+01  4.2275744915718E+01  4.5000584059616E+01
 1.0900003501227E+04  8.9999980902526E+01  1.3227457679464E+02  4.5000584059616E+01
 1.0900005001227E+04  8.9999980902526E+01 -1.3772659132645E+02  4.5000584059616E+01
 1.0900006501227E+04  8.9999980902526E+01 -4.7727759447527E+01  4.5000584059616E+01
 1.0900008001227E+04  8.9999980902526E+01  4.2271072431391E+01  4.5000584059616E+01
 1.0900009501227E+04  8.9999980902526E+01  1.3226990431031E+02  4.5000584059616E+01
 1.0999990501247E+04  8.9999980902526E+01 -1.2559003842050E+02  4.5000584059616E+01
 1.0999992001247E+04  8.9999980902526E+01 -3.5591206541587E+01  4.5000584059616E+01
 1.0999993501247E+04  8.9999980902526E+01  5.4407625337328E+01  4.5000584059616E+01
 1.0999995001247E+04  8.9999980902526E+01  1.4440645721624E+02  4.5000584059616E+01
 1.0999996501247E+04  8.9999980902526E+01 -1.2559471090484E+02  4.5000584059616E+01
 1.0999998001247E+04  8.9999980902526E+01 -3.5595879025927E+01  4.5000584059616E+01
 1.0999999501247E+04  8.9999980902526E+01  5.4402952852988E+01  4.5000584059616E+01
 1.1000001001247E+04  8.9999980902526E+01  1.4440178473190E+02  4.5000584059616E+01
 1.1000002501247E+04  8.9999980902526E+01 -1.2559938338918E+02  4.5000584059616E+01
 1.1000004001247E+04  8.9999980902526E+01 -3.5600551510268E+01  4.5000584059616E+01
 1.1000005501247E+04  8.9999980902526E+01  5.4398280368647E+01  4.5000584059616E+01
 1.1000007001247E+04  8.9999980902526E+01  1.4439711224756E+02  4.5000584059616E+01
 1.1000008501247E+04  8.9999980902526E+01 -1.2560405587352E+02  4.5000584059616E+01
 1.1099991001267E+04  8.9999980902526E+01  6.6534833334216E+01  4.5000584059616E+01
 1.1099992501267E+04  8.9999980902526E+01  1.5653366521313E+02  4.5000584059616E+01
 1.1099994001267E+04  8.9999980902526E+01 -1.1346750290795E+02  4.5000584059616E+01
 1.1099995501267E+04  8.9999980902526E+01 -2.3468671029033E+01  4.5000584059616E+01
 1.1099997001267E+04  8.9999980902526E+01  6.6530160849884E+01  4.5000584059616E+01
 1.1099998501267E+04  8.9999980902526E+01  1.5652899272880E+02  4.5000584059616E+01
 1.1100000001267E+04  8.9999980902526E+01 -1.1347217539228E+02  4.5000584059616E+01
 1.1100001501267E+04  8.9999980902526E+01 -2.3473343513365E+01  4.5000584059616E+01
 1.1100003001267E+04  8.9999980902526E+01  6.6525488365552E+01  4.5000584059616E+01
 1.1100004501267E+04  8.9999980902526E+01  1.5652432024447E+02  4.5000584059616E+01
 1.1100006001267E+04  8.9999980902526E+01 -1.1347684787661E+02  4.5000584059616E+01
 1.1100007501267E+04  8.9999980902526E+01 -2.3478015997697E+01  4.5000584059616E+01
 1.1100009001267E+04  8.9999980902526E+01  6.6520815881220E+01  4.5000584059616E+01
 1.1199990001288E+04  8.9999980902526E+01  1.6866087311956E+02  4.5000584059616E+01
 1.1199991501288E+04  8.9999980902526E+01 -1.0134029500153E+02  4.5000584059616E+01
 1.1199993001288E+04  8.9999980902526E+01 -1.1341463122610E+01  4.5000584059616E+01
 1.1199994501288E+04  8.9999980902526E+01  7.8657368756306E+01  4.5000584059616E+01
 1.1199996001288E+04  8.9999980902526E+01  1.6865620063522E+02  4.5000584059616E+01
 1.1199997501288E+04  8.9999980902526E+01 -1.0134496748586E+02  4.5000584059616E+01
 1.1199999001288E+04  8.9999980902526E+01 -1.1346135606944E+01  4.5000584059616E+01
 1.1200000501288E+04  8.9999980902526E+01  7.8652696271972E+01  4.5000584059616E+01
 1.1200002001288E+04  8.9999980902526E+01  1.6865152815089E+02  4.5000584059616E+01
 1.1200003501288E+04  8.9999980902526E+01 -1.0134963997019E+02  4.5000584059616E+01
 1.1200005001288E+04  8.9999980902526E+01 -1.1350808091278E+01  4.5000584059616E+01
 1.1200006501288E+04  8.9999980902526E+01  7.8648023787638E+01  4.5000584059616E+01
 1.1200008001288E+04  8.9999980902526E+01  1.6864685566655E+02  4.5000584059616E+01
 1.1200009501288E+04  8.9999980902526E+01 -1.0135431245453E+02  4.5000584059616E+01
 1.1299990501308E+04  8.9999980902526E+01  7.8574487532599E-01  4.5000584059616E+01
 1.1299992001308E+04  8.9999980902526E+01  9.0784576754241E+01  4.5000584059616E+01
 1.1299993501308E+04  8.9999980902526E+01 -1.7921659136684E+02  4.5000584059616E+01
 1.1299995001308E+04  8.9999980902526E+01 -8.9217759487928E+01  4.5000584059616E+01
 1.1299996501308E+04  8.9999980902526E+01  7.8107239098767E-01  4.5000584059616E+01
 1.1299998001308E+04  8.9999980902526E+01  9.0779904269903E+01  4.5000584059616E+01
 1.1299999501308E+04  8.9999980902526E+01 -1.7922126385118E+02  4.5000584059616E+01
 1.1300001001308E+04  8.9999980902526E+01 -8.9222431972266E+01  4.5000584059616E+01
 1.1300002501308E+04  8.9999980902526E+01  7.7639990664934E-01  4.5000584059616E+01
 1.1300004001308E+04  8.9999980902526E+01  9.0775231785565E+01  4.5000584059616E+01
 1.1300005501308E+04  8.9999980902526E+01 -1.7922593633552E+02  4.5000584059616E+01
 1.1300007001308E+04  8.9999980902526E+01 -8.9227104456604E+01  4.5000584059616E+01
 1.1300008501308E+04  8.9999980902526E+01  7.7172742231101E-01  4.5000584059616E+01
 1.1399991001328E+04  8.9999980902526E+01 -1.6708938343429E+02  4.5000584059616E+01
 1.1399992501328E+04  8.9999980902526E+01 -7.7090551555371E+01  4.5000584059616E+01
 1.1399994001328E+04  8.9999980902526E+01  1.2908280323547E+01  4.5000584059616E+01
 1.1399995501328E+04  8.9999980902526E+01  1.0290711220246E+02  4.5000584059616E+01
 1.1399997001328E+04  8.9999980902526E+01 -1.6709405591862E+02  4.5000584059616E+01
 1.1399998501328E+04  8.9999980902526E+01 -7.7095224039701E+01  4.5000584059616E+01
 1.1400000001328E+04  8.9999980902526E+01  1.2903607839217E+01  4.5000584059616E+01
 1.1400001501328E+04  8.9999980902526E+01  1.0290243971813E+02  4.5000584059616E+01
 1.1400003001328E+04  8.9999980902526E+01 -1.6709872840295E+02  4.5000584059616E+01
 1.1400004501328E+04  8.9999980902526E+01 -7.7099896524031E+01  4.5000584059616E+01
 1.1400006001328E+04  8.9999980902526E+01  1.2898935354887E+01  4.5000584059616E+01
 1.1400007501328E+04  8.9999980902526E+01  1.0289776723380E+02  4.5000584059616E+01
 1.1400009001328E+04  8.9999980902526E+01 -1.6710340088728E+02  4.5000584059616E+01
 1.1499990001349E+04  8.9999980902526E+01 -6.4963343598886E+01  4.5000584059616E+01
 1.1499991501349E+04  8.9999980902526E+01  2.5035488280030E+01  4.5000584059616E+01
 1.1499993001349E+04  8.9999980902526E+01  1.1503432015894E+02  4.5000584059616E+01
 1.1499994501349E+04  8.9999980902526E+01 -1.5496684796214E+02  4.5000584059616E+01
 1.1499996001349E+04  8.9999980902526E+01 -6.4968016083225E+01  4.5000584059616E+01
 1.1499997501349E+04  8.9999980902526E+01  2.5030815795690E+01  4.5000584059616E+01
 1.1499999001349E+04  8.9999980902526E+01  1.1502964767461E+02  4.5000584059616E+01
 1.1500000501349E+04  8.9999980902526E+01 -1.5497152044648E+02  4.5000584059616E+01
 1.1500002001349E+04  8.9999980902526E+01 -6.4972688567565E+01  4.5000584059616E+01
 1.1500003501349E+04  8.9999980902526E+01  2.5026143311351E+01  4.5000584059616E+01
 1.1500005001349E+04  8.9999980902526E+01  1.1502497519027E+02  4.5000584059616E+01
 1.1500006501349E+04  8.9999980902526E+01 -1.5497619293082E+02  4.5000584059616E+01
 1.1500008001349E+04  8.9999980902526E+01 -6.4977361051904E+01  4.5000584059616E+01
 1.1500009501349E+04  8.9999980902526E+01  2.5021470827011E+01  4.5000584059616E+01
 1.1599990501369E+04  8.9999980902526E+01  1.2716152813450E+02  4.5000584059616E+01
 1.1599992001369E+04  8.9999980902526E+01 -1.4283963998658E+02  4.5000584059616E+01
 1.1599993501369E+04  8.9999980902526E+01 -5.2840808107667E+01  4.5000584059616E+01
 1.1599995001369E+04  8.9999980902526E+01  3.7158023771250E+01  4.5000584059616E+01
 1.1599996501369E+04  8.9999980902526E+01  1.2715685565017E+02  4.5000584059616E+01
 1.1599998001369E+04  8.9999980902526E+01 -1.4284431247092E+02  4.5000584059616E+01
 1.1599999501369E+04  8.9999980902526E+01 -5.2845480591998E+01  4.5000584059616E+01
 1.1600001001369E+04  8.9999980902526E+01  3.7153351286919E+01  4.5000584059616E+01
 1.1600002501369E+04  8.9999980902526E+01  1.2715218316584E+02  4.5000584059616E+01
 1.1600004001369E+04  8.9999980902526E+01 -1.4284898495525E+02  4.5000584059616E+01
 1.1600005501369E+04  8.9999980902526E+01 -5.2850153076330E+01  4.5000584059616E+01
 1.1600007001369E+04  8.9999980902526E+01  3.7148678802587E+01  4.5000584059616E+01
 1.1600008501369E+04  8.9999980902526E+01  1.2714751068150E+02  4.5000584059616E+01
 1.1699991001390E+04  8.9999980902526E+01 -4.0713600186832E+01  4.5000584059616E+01
