   0.0000000000000000E+000,   0.3454080182304789E+003,   0.4011125547295535E-017,   0.5650919374216851E+002,  -0.8196483753584844E-015,  -0.1387004876055330E-005,  -0.7925997411318182E-014,   0.1575011954368784E-002,  -0.2923199345739243E-025,  -0.1000000000000002E+005,   0.9967146274134379E+000,  -0.1094190183770576E-020,   0.8099352751974476E-001,  -0.5875225233371493E-020
   0.4131879995111376E-001,   0.3452777935287307E+003,   0.3067805970641551E-005,   0.5633740866015171E+002,  -0.7337409248091613E-007,  -0.1259004251061974E-001,  -0.6602109357561258E-006,   0.1445992136572901E+002,  -0.2555615349063956E-009,  -0.1000000123923191E+005,   0.9967251939094579E+000,  -0.8648035852538818E-009,   0.8086338990021194E-001,  -0.4506016157322465E-008
   0.1350837999489158E+000,   0.3450838790095650E+003,   0.1039691514399699E-003,   0.5537003987889591E+002,  -0.9497841457222735E-006,  -0.4013452441664620E-001,  -0.6843926235026983E-005,   0.4724668689309249E+002,  -0.4122148236110123E-007,  -0.1000001010821929E+005,   0.9968247980581669E+000,  -0.3241865186510183E-007,   0.7962613877534339E-001,  -0.1537221408949215E-006
   0.1506923999404535E+000,   0.3450647396872960E+003,   0.1435621923532139E-003,   0.5513551272572577E+002,  -0.1225410897930683E-005,  -0.4459121111046952E-001,  -0.8470838626429861E-005,   0.5270142067773264E+002,  -0.6686959933060827E-007,  -0.1000001185666212E+005,   0.9968510707801268E+000,  -0.4565094602752038E-007,   0.7929654900730349E-001,  -0.2125026488148347E-006
   0.1663137000286952E+000,   0.3450491862612779E+003,   0.1919487176821056E-003,   0.5488076319123852E+002,  -0.1548438445743988E-005,  -0.4901692290513195E-001,  -0.1026125831801719E-004,   0.5815972229468874E+002,  -0.1036870250525145E-006,  -0.1000001353691342E+005,   0.9968799943820552E+000,  -0.6228752843157254E-007,   0.7893210247262476E-001,  -0.2844499883142562E-006
   0.2132073999382555E+000,   0.3450234848431218E+003,   0.3976550591595863E-003,   0.5399908199445803E+002,  -0.2845776035105120E-005,  -0.6210216595352592E-001,  -0.1657656837627766E-004,   0.7453990183852437E+002,  -0.3158082786175736E-006,  -0.1000001754129454E+005,   0.9969820177900968E+000,  -0.1375932361808113E-006,   0.7763282941397040E-001,  -0.5913399381489499E-006
   0.2444491999922320E+000,   0.3450231438707399E+003,   0.5924311932890343E-003,   0.5331759322413642E+002,  -0.4030055035380914E-005,  -0.7066042072347752E-001,  -0.2153239337346111E-004,   0.8544862622294234E+002,  -0.5861708032993117E-006,  -0.1000001868145310E+005,   0.9970619943554592E+000,  -0.2144237983933150E-006,   0.7659882121213492E-001,  -0.8830564311154258E-006
   0.3069579999428242E+000,   0.3450600506401113E+003,   0.1145195180384100E-002,   0.5173939173338279E+002,  -0.7349313223090290E-005,  -0.8742623824573054E-001,  -0.3311510169148695E-004,   0.1072652549719899E+003,  -0.1654189842876149E-005,  -0.1000001470717536E+005,   0.9972482745445208E+000,  -0.4552456290728655E-006,   0.7413419531381812E-001,  -0.1715118238908164E-005
   0.3382033000234514E+000,   0.3450960042841217E+003,   0.1512824371190815E-002,   0.5084788831700669E+002,  -0.9567934859136504E-005,  -0.9563859827468089E-001,  -0.3967894615352609E-004,   0.1181657830411195E+003,  -0.2579249825610482E-005,  -0.1000000834808537E+005,   0.9973532754395236E+000,  -0.6310442960514205E-006,   0.7270793604894595E-001,  -0.2271130256769367E-005
   0.3538245999952778E+000,   0.3451180602487989E+003,   0.1721409807119757E-002,   0.5037749716300439E+002,  -0.1083593678860206E-004,  -0.9970463755636276E-001,  -0.4314092829711563E-004,   0.1236144697578116E+003,  -0.3173557271986895E-005,  -0.1000000378715641E+005,   0.9974084537739635E+000,  -0.7356872601395273E-006,   0.7194703838933082E-001,  -0.2587367166363692E-005
   0.3694465999724343E+000,   0.3451427214146630E+003,   0.1947214468366758E-002,   0.4989098672432793E+002,  -0.1221714991934763E-004,  -0.1037451505443216E+000,  -0.4671824103654771E-004,   0.1290626812963546E+003,  -0.3870942560606876E-005,  -0.9999998189484520E+004,   0.9974653072732358E+000,  -0.8527105366092115E-006,   0.7115448529077864E-001,  -0.2930272543169218E-005
