 Scott Sterling
            t(sec)              u(ft/sec)               v(ft/sec)               w(ft/sec)              p(rad/sec)            q(rad/sec)            r(rad/sec)               x(ft)                   y(ft)                   z(ft)                 e0                     ex                    ey                    ez
     9.500000000000E-01     1.148364943673E+02     0.000000000000E+00     9.630911407059E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.095008026567E+02     0.000000000000E+00    -4.037073006681E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     9.600000000000E-01     1.148274853607E+02     0.000000000000E+00     9.951882477430E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.106491225496E+02     0.000000000000E+00    -4.027281607683E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     9.700000000000E-01     1.148184833120E+02     0.000000000000E+00     1.027282892106E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.117973523871E+02     0.000000000000E+00    -4.017169249935E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     9.800000000000E-01     1.148094885116E+02     0.000000000000E+00     1.059375080145E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.129454922400E+02     0.000000000000E+00    -4.006735958029E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     9.900000000000E-01     1.148005012486E+02     0.000000000000E+00     1.091464818443E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.140935421824E+02     0.000000000000E+00    -3.995981756498E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.000000000000E+00     1.147915218114E+02     0.000000000000E+00     1.123552113818E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.152415022911E+02     0.000000000000E+00    -3.984906669803E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.010000000000E+00     1.147825504870E+02     0.000000000000E+00     1.155636973322E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.163893726457E+02     0.000000000000E+00    -3.973510722341E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.020000000000E+00     1.147735875616E+02     0.000000000000E+00     1.187719404235E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.175371533288E+02     0.000000000000E+00    -3.961793938432E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.030000000000E+00     1.147646333198E+02     0.000000000000E+00     1.219799414068E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.186848444259E+02     0.000000000000E+00    -3.949756342326E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.040000000000E+00     1.147556880455E+02     0.000000000000E+00     1.251877010556E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.198324460251E+02     0.000000000000E+00    -3.937397958195E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.050000000000E+00     1.147467520209E+02     0.000000000000E+00     1.283952201665E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.209799582176E+02     0.000000000000E+00    -3.924718810133E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.060000000000E+00     1.147378255273E+02     0.000000000000E+00     1.316024995579E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.221273810973E+02     0.000000000000E+00    -3.911718922153E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.070000000000E+00     1.147289088445E+02     0.000000000000E+00     1.348095400709E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.232747147609E+02     0.000000000000E+00    -3.898398318184E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.080000000000E+00     1.147200022509E+02     0.000000000000E+00     1.380163425682E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.244219593078E+02     0.000000000000E+00    -3.884757022073E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.090000000000E+00     1.147111060235E+02     0.000000000000E+00     1.412229079347E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.255691148405E+02     0.000000000000E+00    -3.870795057575E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.100000000000E+00     1.147022204381E+02     0.000000000000E+00     1.444292370765E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.267161814638E+02     0.000000000000E+00    -3.856512448360E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.110000000000E+00     1.146933457687E+02     0.000000000000E+00     1.476353309215E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.278631592856E+02     0.000000000000E+00    -3.841909218003E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.120000000000E+00     1.146844822882E+02     0.000000000000E+00     1.508411904187E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.290100484165E+02     0.000000000000E+00    -3.826985389987E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.130000000000E+00     1.146756302675E+02     0.000000000000E+00     1.540468165378E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.301568489696E+02     0.000000000000E+00    -3.811740987699E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.140000000000E+00     1.146667899763E+02     0.000000000000E+00     1.572522102698E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.313035610609E+02     0.000000000000E+00    -3.796176034426E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.150000000000E+00     1.146579616826E+02     0.000000000000E+00     1.604573726259E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.324501848091E+02     0.000000000000E+00    -3.780290553357E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.160000000000E+00     1.146491456526E+02     0.000000000000E+00     1.636623046377E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.335967203354E+02     0.000000000000E+00    -3.764084567579E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.170000000000E+00     1.146403421510E+02     0.000000000000E+00     1.668670073570E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.347431677639E+02     0.000000000000E+00    -3.747558100073E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.180000000000E+00     1.146315514408E+02     0.000000000000E+00     1.700714818554E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.358895272211E+02     0.000000000000E+00    -3.730711173715E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.190000000000E+00     1.146227737832E+02     0.000000000000E+00     1.732757292242E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.370357988362E+02     0.000000000000E+00    -3.713543811273E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.200000000000E+00     1.146140094376E+02     0.000000000000E+00     1.764797505741E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.381819827411E+02     0.000000000000E+00    -3.696056035404E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.210000000000E+00     1.146052586616E+02     0.000000000000E+00     1.796835470349E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.393280790702E+02     0.000000000000E+00    -3.678247868654E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.220000000000E+00     1.145965217111E+02     0.000000000000E+00     1.828871197554E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.404740879604E+02     0.000000000000E+00    -3.660119333455E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.230000000000E+00     1.145877988400E+02     0.000000000000E+00     1.860904699030E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.416200095514E+02     0.000000000000E+00    -3.641670452122E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.240000000000E+00     1.145790903003E+02     0.000000000000E+00     1.892935986634E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.427658439850E+02     0.000000000000E+00    -3.622901246854E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.250000000000E+00     1.145703963423E+02     0.000000000000E+00     1.924965072408E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.439115914060E+02     0.000000000000E+00    -3.603811739729E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.260000000000E+00     1.145617172140E+02     0.000000000000E+00     1.956991968569E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.450572519613E+02     0.000000000000E+00    -3.584401952705E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.270000000000E+00     1.145530531617E+02     0.000000000000E+00     1.989016687513E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.462028258005E+02     0.000000000000E+00    -3.564671907615E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.280000000000E+00     1.145444044296E+02     0.000000000000E+00     2.021039241808E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.473483130756E+02     0.000000000000E+00    -3.544621626170E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.290000000000E+00     1.145357712599E+02     0.000000000000E+00     2.053059644193E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.484937139410E+02     0.000000000000E+00    -3.524251129952E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.300000000000E+00     1.145271538926E+02     0.000000000000E+00     2.085077907576E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.496390285535E+02     0.000000000000E+00    -3.503560440416E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.310000000000E+00     1.145185525658E+02     0.000000000000E+00     2.117094045030E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.507842570723E+02     0.000000000000E+00    -3.482549578887E+01     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
