 Sphere Test
            t(sec)              u(ft/sec)               v(ft/sec)               w(ft/sec)              p(rad/sec)            q(rad/sec)            r(rad/sec)               x(ft)                   y(ft)                   z(ft)                 e0                     ex                    ey                    ez
     1.600000000000E-01     3.860839991305E+01     0.000000000000E+00     4.559753251548E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     7.012733841888E+00     0.000000000000E+00    -1.996214198646E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.700000000000E-01     3.806093663212E+01     0.000000000000E+00     4.814549063536E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     7.396068196478E+00     0.000000000000E+00    -1.995745460312E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.800000000000E-01     3.752795230688E+01     0.000000000000E+00     5.066609805406E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     7.774000831829E+00     0.000000000000E+00    -1.995251379995E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     1.900000000000E-01     3.700884119121E+01     0.000000000000E+00     5.316033635430E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     8.146673481154E+00     0.000000000000E+00    -1.994732226241E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     2.000000000000E-01     3.650302957268E+01     0.000000000000E+00     5.562912768872E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     8.514221982179E+00     0.000000000000E+00    -1.994188258084E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     2.100000000000E-01     3.600997368872E+01     0.000000000000E+00     5.807333849467E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     8.876776586926E+00     0.000000000000E+00    -1.993619725617E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     2.200000000000E-01     3.552915780493E+01     0.000000000000E+00     6.049378292572E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     9.234462251466E+00     0.000000000000E+00    -1.993026870530E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     2.300000000000E-01     3.506009244106E+01     0.000000000000E+00     6.289122602560E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     9.587398907221E+00     0.000000000000E+00    -1.992409926624E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     2.400000000000E-01     3.460231273158E+01     0.000000000000E+00     6.526638666777E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     9.935701715195E+00     0.000000000000E+00    -1.991769120280E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     2.500000000000E-01     3.415537690917E+01     0.000000000000E+00     6.761994028152E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.027948130445E+01     0.000000000000E+00    -1.991104670909E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     2.600000000000E-01     3.371886490045E+01     0.000000000000E+00     6.995252138345E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.061884399595E+01     0.000000000000E+00    -1.990416791378E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     2.700000000000E-01     3.329237702459E+01     0.000000000000E+00     7.226472593127E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.095389201297E+01     0.000000000000E+00    -1.989705688400E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     2.800000000000E-01     3.287553278586E+01     0.000000000000E+00     7.455711351535E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.128472367884E+01     0.000000000000E+00    -1.988971562912E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     2.900000000000E-01     3.246796975262E+01     0.000000000000E+00     7.683020940192E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.161143360315E+01     0.000000000000E+00    -1.988214610432E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     3.000000000000E-01     3.206934251539E+01     0.000000000000E+00     7.908450644049E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.193411285716E+01     0.000000000000E+00    -1.987435021384E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     3.100000000000E-01     3.167932171774E+01     0.000000000000E+00     8.132046684698E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.225284913903E+01     0.000000000000E+00    -1.986632981422E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     3.200000000000E-01     3.129759315406E+01     0.000000000000E+00     8.353852387282E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.256772692988E+01     0.000000000000E+00    -1.985808671722E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     3.300000000000E-01     3.092385692887E+01     0.000000000000E+00     8.573908336953E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.287882764096E+01     0.000000000000E+00    -1.984962269267E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     3.400000000000E-01     3.055782667287E+01     0.000000000000E+00     8.792252525732E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.318622975287E+01     0.000000000000E+00    -1.984093947111E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     3.500000000000E-01     3.019922881136E+01     0.000000000000E+00     9.008920490546E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.349000894703E+01     0.000000000000E+00    -1.983203874633E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     3.600000000000E-01     2.984780188081E+01     0.000000000000E+00     9.223945443152E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.379023823027E+01     0.000000000000E+00    -1.982292217777E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     3.700000000000E-01     2.950329589007E+01     0.000000000000E+00     9.437358392596E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.408698805263E+01     0.000000000000E+00    -1.981359139276E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     3.800000000000E-01     2.916547172275E+01     0.000000000000E+00     9.649188260789E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.438032641909E+01     0.000000000000E+00    -1.980404798866E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     3.900000000000E-01     2.883410057777E+01     0.000000000000E+00     9.859461991740E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.467031899552E+01     0.000000000000E+00    -1.979429353493E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     4.000000000000E-01     2.850896344509E+01     0.000000000000E+00     1.006820465494E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.495702920914E+01     0.000000000000E+00    -1.978432957502E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     4.100000000000E-01     2.818985061418E+01     0.000000000000E+00     1.027543954330E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.524051834396E+01     0.000000000000E+00    -1.977415762820E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     4.200000000000E-01     2.787656121276E+01     0.000000000000E+00     1.048118826616E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.552084563146E+01     0.000000000000E+00    -1.976377919130E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     4.300000000000E-01     2.756890277366E+01     0.000000000000E+00     1.068547083755E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.579806833677E+01     0.000000000000E+00    -1.975319574037E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     4.400000000000E-01     2.726669082772E+01     0.000000000000E+00     1.088830576026E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.607224184065E+01     0.000000000000E+00    -1.974240873216E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     4.500000000000E-01     2.696974852095E+01     0.000000000000E+00     1.108971010586E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.634341971759E+01     0.000000000000E+00    -1.973141960569E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     4.600000000000E-01     2.667790625420E+01     0.000000000000E+00     1.128969959098E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.661165381007E+01     0.000000000000E+00    -1.972022978356E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     4.700000000000E-01     2.639100134374E+01     0.000000000000E+00     1.148828865023E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.687699429945E+01     0.000000000000E+00    -1.970884067330E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     4.800000000000E-01     2.610887770137E+01     0.000000000000E+00     1.168549050578E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.713948977347E+01     0.000000000000E+00    -1.969725366865E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     4.900000000000E-01     2.583138553259E+01     0.000000000000E+00     1.188131723404E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.739918729074E+01     0.000000000000E+00    -1.968547015066E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     5.000000000000E-01     2.555838105178E+01     0.000000000000E+00     1.207577982938E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.765613244215E+01     0.000000000000E+00    -1.967349148888E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     5.100000000000E-01     2.528972621306E+01     0.000000000000E+00     1.226888826535E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.791036940968E+01     0.000000000000E+00    -1.966131904238E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     5.200000000000E-01     2.502528845583E+01     0.000000000000E+00     1.246065155331E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.816194102250E+01     0.000000000000E+00    -1.964895416072E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     5.300000000000E-01     2.476494046407E+01     0.000000000000E+00     1.265107779874E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.841088881054E+01     0.000000000000E+00    -1.963639818494E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     5.400000000000E-01     2.450855993841E+01     0.000000000000E+00     1.284017425539E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.865725305589E+01     0.000000000000E+00    -1.962365244838E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     5.500000000000E-01     2.425602938020E+01     0.000000000000E+00     1.302794737721E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.890107284179E+01     0.000000000000E+00    -1.961071827753E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     5.600000000000E-01     2.400723588671E+01     0.000000000000E+00     1.321440286844E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.914238609967E+01     0.000000000000E+00    -1.959759699283E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     5.700000000000E-01     2.376207095682E+01     0.000000000000E+00     1.339954573172E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.938122965406E+01     0.000000000000E+00    -1.958428990933E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     5.800000000000E-01     2.352043030650E+01     0.000000000000E+00     1.358338031439E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.961763926575E+01     0.000000000000E+00    -1.957079833745E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     5.900000000000E-01     2.328221369346E+01     0.000000000000E+00     1.376591035314E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     1.985164967303E+01     0.000000000000E+00    -1.955712358355E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     6.000000000000E-01     2.304732475038E+01     0.000000000000E+00     1.394713901693E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.008329463126E+01     0.000000000000E+00    -1.954326695053E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     6.100000000000E-01     2.281567082620E+01     0.000000000000E+00     1.412706894840E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.031260695087E+01     0.000000000000E+00    -1.952922973842E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     6.200000000000E-01     2.258716283497E+01     0.000000000000E+00     1.430570230366E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.053961853369E+01     0.000000000000E+00    -1.951501324482E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     6.300000000000E-01     2.236171511182E+01     0.000000000000E+00     1.448304079072E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.076436040794E+01     0.000000000000E+00    -1.950061876543E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     6.400000000000E-01     2.213924527555E+01     0.000000000000E+00     1.465908570644E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.098686276172E+01     0.000000000000E+00    -1.948604759443E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     6.500000000000E-01     2.191967409754E+01     0.000000000000E+00     1.483383797208E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.120715497517E+01     0.000000000000E+00    -1.947130102489E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     6.600000000000E-01     2.170292537653E+01     0.000000000000E+00     1.500729816754E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.142526565140E+01     0.000000000000E+00    -1.945638034917E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     6.700000000000E-01     2.148892581898E+01     0.000000000000E+00     1.517946656436E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.164122264614E+01     0.000000000000E+00    -1.944128685916E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     6.800000000000E-01     2.127760492464E+01     0.000000000000E+00     1.535034315732E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.185505309624E+01     0.000000000000E+00    -1.942602184664E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     6.900000000000E-01     2.106889487707E+01     0.000000000000E+00     1.551992769496E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.206678344706E+01     0.000000000000E+00    -1.941058660352E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     7.000000000000E-01     2.086273043886E+01     0.000000000000E+00     1.568821970877E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.227643947876E+01     0.000000000000E+00    -1.939498242209E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     7.100000000000E-01     2.065904885117E+01     0.000000000000E+00     1.585521854127E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.248404633163E+01     0.000000000000E+00    -1.937921059516E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     7.200000000000E-01     2.045778973754E+01     0.000000000000E+00     1.602092337297E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.268962853035E+01     0.000000000000E+00    -1.936327241633E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     7.300000000000E-01     2.025889501154E+01     0.000000000000E+00     1.618533324808E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.289321000734E+01     0.000000000000E+00    -1.934716918007E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     7.400000000000E-01     2.006230878827E+01     0.000000000000E+00     1.634844709928E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.309481412526E+01     0.000000000000E+00    -1.933090218184E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     7.500000000000E-01     1.986797729925E+01     0.000000000000E+00     1.651026377130E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.329446369857E+01     0.000000000000E+00    -1.931447271826E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     7.600000000000E-01     1.967584881084E+01     0.000000000000E+00     1.667078204343E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.349218101428E+01     0.000000000000E+00    -1.929788208710E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     7.700000000000E-01     1.948587354573E+01     0.000000000000E+00     1.683000065112E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.368798785191E+01     0.000000000000E+00    -1.928113158739E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     7.800000000000E-01     1.929800360753E+01     0.000000000000E+00     1.698791830639E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.388190550268E+01     0.000000000000E+00    -1.926422251945E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     7.900000000000E-01     1.911219290819E+01     0.000000000000E+00     1.714453371740E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.407395478793E+01     0.000000000000E+00    -1.924715618486E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     8.000000000000E-01     1.892839709826E+01     0.000000000000E+00     1.729984560691E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.426415607689E+01     0.000000000000E+00    -1.922993388652E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     8.100000000000E-01     1.874657349972E+01     0.000000000000E+00     1.745385272990E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.445252930369E+01     0.000000000000E+00    -1.921255692857E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     8.200000000000E-01     1.856668104131E+01     0.000000000000E+00     1.760655389016E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.463909398378E+01     0.000000000000E+00    -1.919502661638E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     8.300000000000E-01     1.838868019627E+01     0.000000000000E+00     1.775794795601E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.482386922967E+01     0.000000000000E+00    -1.917734425648E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     8.400000000000E-01     1.821253292238E+01     0.000000000000E+00     1.790803387512E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.500687376607E+01     0.000000000000E+00    -1.915951115651E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     8.500000000000E-01     1.803820260422E+01     0.000000000000E+00     1.805681068845E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.518812594443E+01     0.000000000000E+00    -1.914152862510E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     8.600000000000E-01     1.786565399744E+01     0.000000000000E+00     1.820427754329E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.536764375699E+01     0.000000000000E+00    -1.912339797179E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     8.700000000000E-01     1.769485317511E+01     0.000000000000E+00     1.835043370551E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.554544485014E+01     0.000000000000E+00    -1.910512050691E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     8.800000000000E-01     1.752576747604E+01     0.000000000000E+00     1.849527857103E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.572154653739E+01     0.000000000000E+00    -1.908669754148E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     8.900000000000E-01     1.735836545487E+01     0.000000000000E+00     1.863881167636E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.589596581175E+01     0.000000000000E+00    -1.906813038702E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     9.000000000000E-01     1.719261683398E+01     0.000000000000E+00     1.878103270851E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.606871935766E+01     0.000000000000E+00    -1.904942035548E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     9.100000000000E-01     1.702849245715E+01     0.000000000000E+00     1.892194151405E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.623982356242E+01     0.000000000000E+00    -1.903056875901E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     9.200000000000E-01     1.686596424484E+01     0.000000000000E+00     1.906153810748E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.640929452720E+01     0.000000000000E+00    -1.901157690986E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     9.300000000000E-01     1.670500515103E+01     0.000000000000E+00     1.919982267887E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.657714807757E+01     0.000000000000E+00    -1.899244612014E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     9.400000000000E-01     1.654558912168E+01     0.000000000000E+00     1.933679560082E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.674339977363E+01     0.000000000000E+00    -1.897317770171E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     9.500000000000E-01     1.638769105460E+01     0.000000000000E+00     1.947245743473E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.690806491974E+01     0.000000000000E+00    -1.895377296597E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
     9.600000000000E-01     1.623128676074E+01     0.000000000000E+00     1.960680893643E+01     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00     2.707115857384E+01     0.000000000000E+00    -1.893423322362E+02     1.000000000000E+00     0.000000000000E+00     0.000000000000E+00     0.000000000000E+00
